Time Code,Country Name,Country Code,GDP (constant 2010 US$) [NY.GDP.MKTP.KD],GDP (current LCU) [NY.GDP.MKTP.CN],GDP growth (annual %) [NY.GDP.MKTP.KD.ZG],GDP per capita (constant LCU) [NY.GDP.PCAP.KN],GDP per capita (current US$) [NY.GDP.PCAP.CD],"GDP per capita, PPP (constant 2017 international $) [NY.GDP.PCAP.PP.KD]","GDP, PPP (current international $) [NY.GDP.MKTP.PP.CD]",GDP (constant LCU) [NY.GDP.MKTP.KN],GDP (current US$) [NY.GDP.MKTP.CD],GDP per capita (constant 2010 US$) [NY.GDP.PCAP.KD],GDP per capita (current LCU) [NY.GDP.PCAP.CN],GDP per capita growth (annual %) [NY.GDP.PCAP.KD.ZG],"GDP per capita, PPP (current international $) [NY.GDP.PCAP.PP.CD]","GDP, PPP (constant 2017 international $) [NY.GDP.MKTP.PP.KD]",Gini index (World Bank estimate) [SI.POV.GINI]
YR2016,Australia,AUS,1348127369665.9,1660714000000,2.7706521973025,75022.6521064299,49971.131456129,48197.431189174,1145196792620.93,1814866000000,1208846993739.99,55728.6822551091,68650.34039443,1.17790700769076,47339.969213264,1165939575536.21,..
YR2016,Austria,AUT,421246227873.787,357607950000,1.98943716230463,40189.0343091897,45276.8314351693,53269.3062047537,460282766423.271,351118250000,395568644341.038,48215.8905287218,40931.8460996801,0.892469139632297,52684.0171130768,465396242901.273,30.8
YR2016,Azerbaijan,AZE,56725409466.5767,60425200000,-3.06359845351251,2942.0734894257,3880.73873089556,14238.7841366188,140229738154.492,28708200000,37867518957.1975,5813.33289333476,6192.49479289005,-4.14117490324828,14371.0227410092,138939378713.709,..
YR2016,"Bahamas, The",BHS,10470928720.8909,11928500000,1.44403648889057,28366.0957390791,31563.3078695925,35558.0724972871,12907953054.1602,10720200000,11928500000,27706.5135514135,31563.3078695925,0.444689669966778,34154.9814490258,13438213432.3922,..
YR2016,Bahrain,BHR,31756595744.6809,12120350000,3.55812811897778,8374.62380583998,22608.4525623673,47937.7090620549,63831285346.3079,11940480000,32234973404.2553,22272.9356538297,8500.77816345009,-0.359639348486056,44768.9709139461,68349250016.7145,..
YR2016,Bangladesh,BGD,167771360258.571,17328639000000,7.11347821327269,55928.2588910595,1401.56463513179,3920.14450723583,608047366029.664,8835387000000,221415188000.475,1061.99763191432,109690.793195783,5.94667828426267,3848.95766369191,619293260761.415,32.4
YR2016,Barbados,BRB,4630500000,9660000000,2.47869868319133,32404.0056263515,16900.0482858522,15738.0786618241,4559037885.70882,9261000000,4830000000,16202.0028131757,33800.0965717045,2.30981203220082,15951.9586760888,4497911405.39199,..
YR2016,Belarus,BLR,59058702608.9201,94949000000,-2.52644643552364,7949.83210079551,5022.62664330491,17822.6065945418,168421837005.779,75535600000,47722657820.6675,6215.70186550089,9993.01796951945,-2.64870983124283,17725.7521791512,169342102526.663,25.3
YR2016,Belgium,BEL,519556271260.416,430085300000,1.26668640902095,37239.7833211048,41984.1030335609,49828.9629137518,550677647305.861,421979700000,475739588764.759,45850.9330303307,37955.1039578263,0.755268919102846,48597.3999826201,564633006598.071,27.6
YR2016,Belize,BLZ,1554440090.60123,3578608175.57123,-0.0320105570477551,7348.58702677586,4856.97324853112,7207.00518379997,2666078128.51442,2707212112.0772,1789304087.78561,4219.44709567948,9713.94649706223,-2.0598683555412,7236.93095940656,2655053502.70673,..
YR2016,Benin,BEN,12338976539.6788,7005230000000,3.33967342629693,639957.866357029,1087.28730384853,2961.4404159762,32668486802.0226,6957668000000,11821065852.1271,1134.9241009146,644332.561447349,0.525130743148708,3004.80780499086,32196993426.2032,..
YR2016,Bermuda,BMU,5813872760.96263,6899911000,-0.657206304259205,96562.6297363448,106885.878489327,78149.352535184,4929475866.99318,6233504000,6899911000,90062.1613062341,106885.878489327,0.39386919987983,76362.0514142141,5044853303.55627,..
YR2016,Bhutan,BTN,2188590422.33604,145072779900,8.1270335383894,85627.8332197647,2930.5749227006,10775.1903107625,7703914681.55542,63082538500,2158972129.00307,2970.7786041325,196920.861103344,6.8323670597098,10457.244384538,7938147353.08061,..
YR2016,Bolivia,BOL,26758341694.0299,234533182000,4.26392086382113,4022.39141458229,3076.65643933721,8202.54423164277,82736157903.0732,44374306100,33941126193.9219,2425.55959423837,21259.6959958201,2.73197637334468,7499.77273954141,90489007910.6098,45.3
YR2016,Bosnia and Herzegovina,BIH,18934602269.0509,29904460000,3.14980691561182,8708.58347387666,4994.68904038619,13194.3254000959,44265677701.9916,29489554000,16913330693.9653,5591.5923450278,8831.10969230683,4.46265636890475,13072.1322301285,44679455912.3048,..
YR2016,Botswana,BWA,16841399749.4829,170564035200,4.30376744802675,41569.6815861662,7243.93397430839,17117.272788253,37281291597.4263,89787394500,15646354089.458,7797.2150650985,78967.5730407306,2.41034688116926,17260.4565424384,36972025427.1675,..
YR2016,Brazil,BRA,2260778787687.59,6269328000000,-3.27591690782192,19291.3421078702,8710.09677403838,14451.1528421912,2939094210373.69,3977162043300,1795700168991.49,10965.9743678207,30409.5608672002,-4.06941092530269,14256.163385421,2979293832669.23,53.3
YR2016,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
YR2016,Brunei Darussalam,BRN,13301457645.7646,15748000000,-2.47791771833224,43203.7311424018,27158.4056535724,60867.2918657417,23633069098.5308,18136537500,11400854267.7188,31685.9047615708,37513.9057292796,-3.61089864285825,56297.2267116989,25551541319.6116,..
YR2016,Bulgaria,BGR,57111753665.4351,95130590000,3.82043453021177,13016.0907497409,7548.85500737534,20513.10095142,142696083169.738,92776378000,53806894796.3801,8012.51120825339,13346.3756530396,4.5511721075455,20019.5912818443,146213732249.752,40.6
YR2016,Burkina Faso,BFA,13945359253.6061,7605123000000,5.95797670754024,397508.895842886,688.250696258197,1981.429813531,35340335154.5367,7412090000000,12833363370.174,747.886811821408,407861.216806506,2.91366558534006,1895.29506603366,36946433803.5338,..
YR2016,Burundi,BDI,2306955686.07925,4897101000000,-0.600020000546493,163213.062754946,282.193028464612,794.60427137057,8358351140.30498,1711778928600,2959641046.92291,219.961407909652,466924.110044983,-3.70833487696058,796.944083373075,8333811187.34308,..
YR2016,Cabo Verde,CPV,1876082144.38247,165782176300,4.70579150927118,276572.418947923,3130.99875340636,6482.72154971014,3358352135.31607,146898674600,1662998677.88425,3532.18011142536,312125.195428701,3.44413344235974,6322.91323439408,3443232723.91304,..
YR2016,Cambodia,KHM,17019803982.5375,81241866018783.9,6.93906060440585,2919388.16138021,1269.59149895221,3733.52462620965,57941724641.1124,46027920374887.2,20016747754.0153,1079.50595749142,5152884.16100325,5.27826636021196,3675.03861980925,58863831978.963,..
YR2016,Cameroon,CMR,35152694906.3937,19344838000000,4.64848155096476,630818.608989537,1364.32954020397,3524.44304142566,81471243200.7112,15093312358100,32643697595.8378,1469.19202206694,808509.325770298,1.90101677443914,3405.0561658813,84327759128.3801,..
YR2016,Canada,CAN,1816827955111.97,2025533000000,1.00139441390405,55674.4042085117,42315.6037056806,47457.5853457244,1678092366067.54,2010374175000,1527994741907.43,50314.421667413,56094.2059354097,-0.135842621321913,46472.3402486315,1713669061092.82,32.7
YR2016,Cayman Islands,CYM,4699101421.3336,4091085500,3.23997688772937,64742.9208490506,78471.6287315261,68484.5078432413,4169236872.54371,4050576100,4909498979.9592,75108.7114208427,65390.4082219807,1.84890054164606,66639.5510604135,4284664748.70455,..
YR2016,Central African Republic,CAF,1631752552.63553,1081516000000,4.75031684122342,150452.55475096,402.191634907492,884.495196541199,3861897992.35142,682706000000,1825018144.46194,359.600384741625,238341.021177548,3.72277787403763,851.072671306351,4013558816.92666,..
YR2016,Chad,TCD,12654942309.4447,5984000000000,-6.25552708545281,362023.816244002,693.449767448537,1687.05356916322,24238063013.9389,5271667000000,10097778353.7651,869.05916273028,410942.215508701,-9.15694224466328,1664.51258599391,24566297101.8342,..
YR2016,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
YR2016,Chile,CHL,269078108162.781,169537387722400,1.71108928865995,8018023.68041051,13753.592148512,24531.3577390249,426776809813.223,146000770494300,250440149690.889,14777.1455987862,9310600.10759472,0.372098730551301,23437.5925260344,446693259327.661,..
YR2016,China,CHN,9523968278958.64,74639505948400,6.84876220503246,53387.623485981,8147.93770549385,13487.8224816787,18712096136720.3,73603647933300,11233276536744.7,6908.10913380599,54138.9720841539,6.27176269128802,13572.6199886994,18595188781703.6,38.5
YR2016,Colombia,COL,367738922100.326,863782000000000,2.08738250162794,17052167.7528998,5870.77795724164,14194.515663803,665398390495.011,821489000000000,282825009887.458,7633.38984323017,17930070.3550934,0.70068863785022,13812.0960563446,683821473440.463,50.6
YR2016,Comoros,COM,1087316280.17679,450159000000,3.3206800249451,478957.311302079,1273.05091964368,2987.97027465784,2278472094.4975,381057000000,1012835492.51575,1366.66714451763,565812.842431533,0.962061037426224,2863.85204380798,2377220186.60695,..
YR2016,"Congo, Dem. Rep.",COD,32089995419.0273,37517392391700,2.39937909829007,140245.159620369,471.318822463486,1055.57291467758,75926663565.3293,11049794113200,37134799974.5225,407.289627630452,476174.726027562,-0.907742775688632,963.66927221216,83167671599.0109,..
YR2016,"Congo, Rep.",COG,13470302733.4752,6021963747100,-10.7020962590767,949723.426318752,2039.45322287157,4551.37045105585,19019213654.3765,4730568587600,10158508345.3104,2704.33919912307,1208987.87051827,-12.9413223236936,3818.3555365988,22670358011.2274,..
YR2016,Costa Rica,CRI,47267633262.3563,32056288212000,4.20432325175899,6730042.64649332,12011.2227544174,19736.6653042295,93454856085.2032,32972740219500,58847016044.7363,9647.7631381796,6542986.27650767,3.10830677493715,19075.0044669733,96696554844.9626,48.7
YR2016,"Cote d'Ivoire",CIV,36437018631.0283,28423874000000,7.17920782392478,1218614.56996987,2013.38144761651,4615.70925676518,112609566975.11,29030721000000,47964234560.0514,1529.50668328336,1193141.12079365,4.49518428080961,4726.98073995015,109958776919.581,..
YR2016,Croatia,HRV,61393139836.7654,351196903603.93,3.49813499168994,84215.4014397993,12361.4838303671,25599.8436234435,103842398391.19,351544476784.825,51601147665.8089,14707.2369456328,84132.1373952993,4.22347873730916,24876.3096691701,106862681629.678,30.9
YR2016,Cuba,CUB,74248073997.598,91370000000,0.513761467889907,4832.77265642286,8060.79659761513,..,..,54780000000,91370000000,6550.27495085164,8060.79659761513,0.422151606764217,..,..,..
YR2016,Curacao,CUW,..,5588895400,-0.986569701304816,24857.6285198918,19555.3658492891,26009.5280033975,3961008962.771,3968868400,3122287932.96089,..,35004.1048702275,-2.03087910494624,24808.4036650153,4152785279.13446,..
YR2016,Cyprus,CYP,25141372133.1035,18929340000,6.43805848146472,22269.851484509,24605.9208328767,36523.7332079973,30416963879.7643,18964137000,20953442550.3653,29523.8651524712,22228.9888804208,5.95096581998497,35719.0663731245,31102186774.3354,32.9
YR2016,Czech Republic,CZE,233151067380.883,4796873000000,2.5372845203138,448853.679782161,18575.2320271915,37014.9592935816,381420338169.846,4742737000000,196272068576.338,22065.4686395319,453977.122808558,2.34055226080498,36097.7052556977,391112348862.469,25.4
YR2016,Denmark,DNK,354437668050.905,2107808218000,3.24595698524399,367048.14900812,54663.9983719195,54185.0084787703,297719080444.573,2102455468000,313115929314.339,61877.9764789002,367982.635854337,2.44336887407066,51976.0057060956,310372270416.481,28.2
YR2016,Djibouti,DJI,..,462703778000,6.65265037178067,480510.530428353,2802.18197126373,4709.52388928192,4359928618.60477,446450502500,2603554906.59464,..,498003.77993299,4.91715159071116,4692.55068910026,4375698707.43795,..
YR2016,Dominica,DMA,503071000.864557,1555820000,2.55649491313986,17063.1214326784,8080.96862341186,12154.7514389872,852085425.178163,1216720000,576229629.62963,7055.00162486933,21818.615283212,2.36664739005607,11949.5340594635,866718860.859858,..
YR2016,Dominican Republic,DOM,73056394747.2293,3487292512700,6.65920026269582,214748.472340811,7280.88361041225,16166.6115259959,167506141668.242,2232898351300,75704720189.5607,7026.18153556372,335389.534983474,5.4686348954891,16109.8636711409,168096190995.086,45.7
YR2016,Ecuador,ECU,85358980969.676,99937696000,-1.22638398463879,4203.11554415117,6060.09296156791,11551.6159731776,181967413007.433,69314066000,99937696000,5176.0584892906,6060.09296156791,-2.89801879626653,11034.26917908,190499039001.124,45
YR2016,"Egypt, Arab Rep.",EGY,260918440293.109,2709400000000,4.34664345555458,35265.621148069,3519.8732398108,10795.8087418385,1057086848346.43,3330734624430.77,332441717791.411,2762.58900917223,28686.9669044581,2.13201530225997,11192.3730101321,1019632514742.84,..
YR2016,El Salvador,SLV,21499261372.9505,24191430000,2.54154502631063,3732.31885970992,3805.99568574434,8309.44179938698,51094632264.7785,23723130000,24191430000,3382.44146923682,3805.99568574434,2.04117372208354,8038.62979428833,52815950470.4302,40
YR2016,Equatorial Guinea,GNQ,15017552686.9967,6661366440400,-8.81641723219757,5007724.28806902,9250.31649333951,24827.0321162643,24861119032.1946,6085291408100,11240808846.6928,12358.2846398987,5481789.49506288,-12.3135934211572,20458.778595283,30169337714.0742,..
YR2016,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
YR2016,Estonia,EST,23917127229.6434,21931488000,3.18781708302028,16297.9761208096,18437.2528207173,32130.3008763844,41548791415.7268,21444714000,24259552888.9717,18177.0094237252,16667.9242128303,3.15778118523811,31577.0688451249,42276728590.1378,31.2
YR2016,Eswatini,SWZ,5180180259.43561,56132105500,1.1007183940177,35862.5767284204,3425.52875915589,8321.03191383719,9698248002.45773,39950695300,3816018484.52711,4650.09709157824,50388.1578356795,0.197159889814969,8705.8350426104,9269579625.82315,54.6
YR2016,Ethiopia,ETH,53258136694.1367,1568097000000,9.43348265784402,15135.5701427774,717.124869806118,1894.89736397042,194651496419.484,1568097451000,74296618481.0882,514.05750522308,15135.5657896409,6.50971203723924,1878.81268193814,196317925147.112,..
YR2016,Faroe Islands,FRO,..,18437000000,..,..,56854.102653706,..,..,..,2738832687.13698,..,382724.762833953,..,..,..,..
YR2016,Fiji,FJI,3873097741.84049,10327298800,2.44475296721191,11249.2348745882,5651.27272132772,12820.7246047956,11020155995.5114,9813900000,4930204229.72263,4439.55880844525,11837.7209693652,2.00158029565962,12631.9122008691,11184877069.5713,..
YR2016,Finland,FIN,257160053013.502,217518000000,2.81145776663433,39547.9557724115,43784.2839622098,46206.7878130494,246928408039.55,217328000000,240607907010.383,46796.3373472768,39582.5307539912,2.5163798952421,44934.4482077785,253920299689.414,27.1
YR2016,France,FRA,2811756203322.11,2234129000000,1.09546440372048,33309.0278739449,37037.3741861219,43705.1475593257,2864106383742.44,2222515040000,2471285607081.72,42140.0368796576,33483.0873112961,0.829056664516742,42924.613626021,2916186811083.79,31.9
YR2016,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
YR2016,Gabon,GAB,18932327518.4725,8310636115400,2.09144220829562,2718728.00045023,6984.41971208387,15359.7403963666,28684983156.4358,5458885015000,14023890620.3384,9429.0040542584,4139006.23413129,-0.969040474153701,14286.1897045921,30840546266.5375,..
YR2016,"Gambia, The",GMB,1605412711.08929,64389939300,1.94335965478776,24071.3982469218,690.780493152792,2036.87715930988,4446016237.15633,51732660400,1484579844.37143,747.004473006008,29960.8769392695,-1.05801863935166,2068.74780128011,4377521956.89627,..
YR2016,Georgia,GEO,16046522019.2231,35836000000,2.90643878002064,9368.5454479605,4062.16988757379,12963.7439586374,47930061166.6244,34921300000,15141758566.7808,4304.89617565185,9613.93747292089,2.84490205450567,12858.4834001898,48322420424.5406,36.6
YR2016,Germany,DEU,3775244929946.31,3134740000000,2.22999986782015,37567.8665796043,42107.5172703074,51803.2354226767,4165169650070.14,3093663810000,3467498002104.33,45844.6381197286,38066.6747631343,1.40810207548923,50579.6839299266,4265927486951.08,31.9
YR2016,Ghana,GHA,46762648989.1896,213081956780.988,3.37346572466515,4745.42611013418,1913.47353585435,4712.51435451414,137985298691.512,135158974961.258,54499451834.1061,1641.83470284491,7481.29883048332,1.07696049640641,4844.65822127652,134221584082.011,43.5
YR2016,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
YR2016,Greece,GRC,240523680188.492,174236927000,-0.489852888719341,16262.8072217344,17885.3928086126,28226.9072784414,296029302728.601,175247539000,192732474229.218,22320.3718893167,16169.0233761765,-0.0751153465468661,27471.2415919272,304172334252.174,35
YR2016,Greenland,GRL,2663981792.64238,18223700000,4.68195410972302,266658.954187876,48181.874188064,..,..,14982500000,2707146783.13056,47413.6224796636,324345.92247179,4.54780858066064,..,..,..
YR2016,Grenada,GRD,931629123.871905,2866404300,3.73561413158529,20576.5460761996,9628.17284331301,15613.6901268414,1656762122.48781,2268831700,1061631222.22222,8449.15451123137,25996.0666769451,3.11468503182522,15025.5491188142,1721612314.45592,..
YR2016,Guam,GUM,5289117647.05882,5901000000,0.18198362147406,33783.7837837838,36214.0069224538,..,..,5505000000,5901000000,32458.929517753,36214.0069224538,-0.492462435137583,..,..,..
YR2016,Guatemala,GTM,50504000017.0549,502001705000,2.67780255532826,29366.603465193,4173.30166619474,8206.04798668298,130131253708.676,464805496000,66053725049.0138,3190.86360783253,31716.6753329134,0.989365749396498,8221.74642722194,129882783658.342,..
YR2016,Guinea,GIN,9507796056.9191,77087903007153.3,10.8206214377027,4637953.85955561,732.291511901218,2253.4776825851,24399990225.9489,54442315275438.8,8595955581.21266,809.971420116099,6567136.89467891,7.92853485017464,2078.64100321635,26452299047.4982,..
YR2016,Guinea-Bissau,GNB,1061546030.00075,698684930600,6.26280563780463,255725.322396229,661.457838679603,1864.26303518079,3113471483.94557,455813509300,1179004941.22904,595.559796323877,391983.61936543,3.56652184239847,1746.75274593369,3322925818.84943,..
YR2016,Guyana,GUY,4198268111.96355,925677000000,3.80748343308505,1185878.40232002,5811.39792362577,11631.0431952736,8713910376.31882,914742722048.775,4482697336.56174,5442.6620306698,1200053.67122872,3.27859702047255,11296.7699725276,8971756372.23586,..
YR2016,Haiti,HTI,13715049739.7191,828514856600,1.72254483834551,57935.8949410958,1265.9869321522,2952.61709428675,32798870134.9337,628023710700,13723267960.8434,1265.22879199355,76431.4290548245,0.36715461550078,3025.73272624715,32006298439.2581,..
YR2016,Honduras,HND,19572439031.3461,495921900000,3.89297219726413,21303.116000636,2342.58490388004,5395.61455082235,47719049297.9263,197496800000,21717622071.3816,2111.19339199491,53492.9262801007,2.1235809908339,5147.2451332568,50021631004.0765,49.8
YR2016,"Hong Kong SAR, China",HKG,270122703583.057,2490438000000,2.16949438778281,369426.709920126,43731.1068245299,58096.2992560876,419810624219.189,2710336000000,320837638328.846,36818.5131509223,339453.970504048,1.53864657056957,57221.4137637583,426229309122.212,..
YR2016,Hungary,HUN,149301250250.029,36167453000000,2.13999571174807,3636120.47781017,13090.5067287853,28170.8213622975,273925720700.132,35684970000000,128470534117.954,15213.0528173847,3685283.08931006,2.44186687871183,27911.664839193,276469088778.479,30.3
YR2016,Iceland,ISL,16706261705.8402,2512054819000,6.30368710650176,7323287.9927498,61987.9263620283,54665.7639158138,17939410954.5851,2456516401000,20793168030.9524,49804.1721619735,7488857.34515068,4.83829921427557,53480.3971946764,18337029182.1567,27.2
YR2016,India,IND,2484425233783.48,153916690148734,8.25630550178155,92925.8809069372,1732.55424231697,5851.3948804932,7735001687459.64,123081932232684,2294797980509.51,1875.72131188437,116205.878140684,7.08222758310006,5839.86481675466,7750273455774.94,..
YR2016,Indonesia,IDN,1037861792572.64,1.24017285E+16,5.03306918280177,36071049.704747,3562.81633352183,10531.1109693569,2744896640112.26,9.4346134E+15,931877364177.742,3968.02314194935,47415124.0948864,3.75883733214852,10494.4738000481,2754479325709.95,38.6
YR2016,"Iran, Islamic Rep.",IRN,540290510518.27,1.31512591678306E+16,13.3962426157509,86924760.8179622,5253.42656033356,14205.2116338951,1114814815036.12,6.9160808873975E+15,417983583565.54,6790.64113963652,165291597.399012,11.8687153565987,14011.5497101713,1130223330592.33,40
YR2016,Iraq,IRQ,218111682786.64,196924141700000,13.7873730187089,5706869.78853575,4550.65863784829,11191.1150421081,345187247265.842,208932109700000,166602488747.885,5957.60495985537,5378878.50993668,10.5600974554293,9428.60662077185,409713794476.284,..
YR2016,Ireland,IRL,314074694120.494,270809473000,1.99376019311333,56377.5195648677,62993.7450967453,72864.4891443774,340945767850.241,268093992000,299556360839.631,66046.8072429164,56948.5584086084,0.848893862647017,71697.5287440824,346495055485.378,32.8
YR2016,Isle of Man,IMN,7559919889.41189,5070660000,6.95231147466393,59543.3394160584,82197.12677026,..,..,4959722000,6846691871.45558,90759.6990181028,60875.1920860546,6.87013528451821,..,..,..
YR2016,Israel,ISR,288200269398.896,1223667933000,3.82657487238673,141722.926749356,37282.5305590856,38234.7244825066,322994425250.448,1211164132000,318616506157.945,33723.4108821549,143186.044114205,1.81103207209081,37794.8075415923,326753955427.501,39
YR2016,Italy,ITA,2089175425581.32,1695786800000,1.29346273155907,27656.8628974265,30939.7142462298,40837.7376281437,2420671363968.59,1676766400000,1875797463583.87,34459.2057152238,27970.5885273379,1.46569044434084,39926.9546628592,2475889856374.81,35.2
YR2016,Jamaica,JAM,13841103728.7089,1760976000000,1.37522306445538,298286.928617782,4843.74989999401,9553.09619583089,26720444470.3245,866894000000,14077109396.8584,4762.54342505162,605928.89373975,0.844390413700609,9194.15673929581,27763609394.364,..
YR2016,Japan,JPN,6019926762460.57,535537200000000,0.521944455486121,4205638.41721474,38761.8181501925,40031.270764058,5075243816067.28,534092994237000,4922538141454.62,47403.0469116934,4217010.60764744,0.637897176634382,39964.2770077463,5083751655390.14,..
YR2016,Jordan,JOR,31665799260.2431,28323711300,1.9941808493012,2964.50318736534,4175.35660192301,10036.5436154339,90248991241.283,28323711300,39892551126.7606,3314.30305312643,2964.50318736534,-1.07722100686,9445.91686299562,95892008153.3297,..
YR2016,Kazakhstan,KAZ,188309161362.177,46971150000000,1.09999999990164,733715.474286215,7714.84184376024,24210.8629616382,423833478989.461,13055773503800,137278320084.171,10582.7008718461,2639710.285261,-0.327514633495582,23818.8248260141,430809427136.853,27.2
YR2016,Kenya,KEN,55414336958.716,7022963100000,5.87894929950137,87677.1527865257,1410.53202527561,3952.75813183016,178315878677.906,4300698577900,69188755364.2995,1129.7167657971,143175.206906386,3.34658519680737,3635.27651517963,193888838038.969,..
YR2016,Kiribati,KIR,199508178.873929,239888000,5.13538328085484,1658.6835393543,1584.73702805528,2247.91977861726,248288178.493083,186650000,178328873.030033,1772.94900757963,2131.78825013996,3.63864124977012,2206.43726055579,252956164.768022,..
YR2016,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
YR2016,"Korea, Rep.",KOR,1368821481989.69,1.7407796E+15,2.94688171508626,33325917.9430246,29288.8704389833,39814.6589279289,2026967821102.36,1.7068803E+15,1500111596236.37,26725.5017164576,33987783.5056689,2.5391447288435,39575.4542830031,2039219357482.86,31.4
YR2016,Kosovo,XKX,7103549409.91045,6070100000,4.07029129319361,2845.58413597989,3780.00368867233,10179.9250989091,17885970979.253,5058188000,6719172016.82533,3996.24282648064,3414.85533234659,4.69317080089337,10062.1082638998,18095397119.0416,26.7
YR2016,Kuwait,KWT,142000348918.353,33055700000,2.92586822591576,10285.2462380543,27653.1576200281,54708.9797919819,176814346747.18,40697300000,109419728566.7,35887.1117866514,8354.0189170105,-0.228710261590166,44685.4974338707,216475883197.661,..
YR2016,Kyrgyz Republic,KGZ,6346700782.99898,476331200000,4.33585591715968,47984.4820791184,1120.66651300848,4912.38248430885,28459201788.3159,291721658800,6813092065.83507,1043.9511116044,78350.3906571264,2.23180526571734,4681.17473284248,29864829313.3557,26.8
YR2016,Lao PDR,LAO,11102172422.625,129279000000000,7.02283625501138,15909643.3341786,2308.79980768962,6896.12737379045,46849968684.2159,108915000000000,15805692545.8723,1621.73808454775,18884293.0780818,5.38622283884081,6843.55958300796,47209839789.6086,..
YR2016,Latvia,LVA,29171420833.3669,25360288000,2.37292412754951,12831.4438563804,14315.7928949778,27503.1773004104,52339434715.7586,25143689000,28052325862.0461,14886.8946252951,12941.9796615221,3.31278334176932,26710.1028027328,53893493537.7143,34.3
YR2016,Lebanon,LBN,43031617542.9519,77191722174500,1.52952010698108,9661520.48834417,7626.30019562992,16100.9227973306,103935864131.959,64870163446000,51205122503.8143,6408.96881482201,11496647.5449121,-1.21653130960809,15479.8204203785,108106120020.584,..
